Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Molecular Function	GO:0140110	transcription regulator activity	 	4.579E-15	6.370E-12	5.791E-13	4.526E-12	179	1980	MAK,DUXA,MDM4,ZNF548,TEAD2,UNCX,PHF12,ZNF784,NCOA5,MTF1,ASCL1,HES4,SIX5,ZNF420,ZNF582,ZNF583,NACA,PRDM1,SP8,NFATC4,NFE2,NFE2L2,NKX2-2,NKX3-1,NRL,HMX3,CREB3L4,ZNF814,PAX6,PAX9,PBX2,GCM2,ZNF233,ABT1,ZNF235,ZNF324,HCFC2,ZNF653,ZNF345,TBX4,ZFP28,POU3F3,POU5F1,ATF2,ATF6B,NFE2L3,RNF14,DBX1,ZSCAN12,DBP,SOX7,ZIK1,ZNF283,DLX1,DLX2,DLX3,DLX6,RBBP8,ZNF329,TRIM27,GMNN,TOB1,ZBED6,SP9,YY1AP1,EN2,ZNF219,ETS1,EVX1,RXRB,ZNF461,ZIC4,IRF9,ZNF644,TRIM38,HOXB13,SOX6,IKZF3,ZNF211,NACC1,SHOX2,ZNF416,ZKSCAN3,ZNF667,ZSCAN16,TBR1,ZMYND11,ZNF527,ZNF460,GATA4,GBX2,MESP1,JMY,ZNF544,GLI1,SPZ1,TACC1,TAF9,TBX2,SATB2,ZFP90,RIPK3,ZNF577,ZSCAN31,TRIM31,IKZF5,KAT7,ZSCAN22,ZNF587,RNF20,ZNF543,HDGF,NR2C1,HIC1,ZNF585A,FOXA3,HOXA1,HOXA2,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXA13,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXC5,HOXC6,ZNF497,HOXC12,HOXC13,ZNF550,HOXD3,HOXD4,HOXD8,HOXD10,HOXD11,HOXD12,HOXD13,MED11,HSPA1A,ZNF573,ZNF772,ZIM3,ZIC1,ZNF17,ZNF790,OSR1,ZFHX2,ZNF749,ZNF470,ZNF221,ZNF222,ZNF134,ZNF140,ZBTB16,ZNF155,ZNF165,ZNF184,ZNF189,ZKSCAN8,ZSCAN9,ZNF223,ZNF225,ZNF227,ZNF229,ZNF230,WNT3A,ZNF511,TBX20,THAP11,FIGLA,LYL1,MXD1
GO: Molecular Function	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	 	1.123E-5	1.562E-2	1.302E-3	1.017E-2	50	520	MDM4,ZNF784,MTF1,SIX5,NFE2L2,NKX2-2,NRL,CREB3L4,ZNF814,PAX6,PAX9,PBX2,GCM2,ZNF345,POU5F1,ATF2,ATF6B,DBP,DLX2,DLX3,ETS1,RXRB,IKZF3,GATA4,GBX2,MESP1,ZNF544,SATB2,ZNF585A,HOXA1,HOXA5,HOXA7,HOXA9,HOXA13,HOXB3,HOXB5,HOXC4,HOXC13,HOXD3,HOXD4,HOXD8,HOXD10,HOXD13,ZIC1,ZBTB16,ZNF225,ZNF227,ZNF229,TBX20,FIGLA
GO: Molecular Function	GO:0001216	DNA-binding transcription activator activity	 	1.381E-5	1.921E-2	1.478E-3	1.155E-2	50	524	MDM4,ZNF784,MTF1,SIX5,NFE2L2,NKX2-2,NRL,CREB3L4,ZNF814,PAX6,PAX9,PBX2,GCM2,ZNF345,POU5F1,ATF2,ATF6B,DBP,DLX2,DLX3,ETS1,RXRB,IKZF3,GATA4,GBX2,MESP1,ZNF544,SATB2,ZNF585A,HOXA1,HOXA5,HOXA7,HOXA9,HOXA13,HOXB3,HOXB5,HOXC4,HOXC13,HOXD3,HOXD4,HOXD8,HOXD10,HOXD13,ZIC1,ZBTB16,ZNF225,ZNF227,ZNF229,TBX20,FIGLA
GO: Biological Process	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	 	1.793E-12	1.271E-8	1.271E-8	1.200E-7	35	177	PCDHB16,PCDHGB4,PCDH1,CDH5,DCHS2,PCDHA9,PCDHB5,PTPRF,PCDH12,PCDHGC5,PCDHGC4,PCDHGB7,PCDHGB1,PCDHGA11,PCDHGA10,PCDHGA7,PCDHGA3,PCDHGA2,PCDHB14,PCDHB13,PCDHB12,PCDHB11,PCDHB10,PCDHB9,PCDHB8,PCDHB7,PCDHA10,PCDHA8,PCDHA7,PCDHA6,PCDHA5,PCDHA4,PCDHA3,PCDHA2,CDHR4
GO: Biological Process	GO:0048706	embryonic skeletal system development	 	7.524E-11	5.333E-7	2.666E-7	2.518E-6	29	143	COL1A1,DLX1,DLX2,SHOX2,SLC39A1,SATB2,CDK20,HOXA1,HOXA2,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXC5,HOXC6,HOXD3,HOXD4,HOXD10,HOXD11,WNT9A,OSR1
GO: Biological Process	GO:0048704	embryonic skeletal system morphogenesis	 	4.513E-10	3.199E-6	1.066E-6	1.007E-5	24	108	DLX2,SHOX2,SLC39A1,SATB2,HOXA1,HOXA2,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXD3,HOXD4,HOXD10,HOXD11,WNT9A,OSR1
GO: Biological Process	GO:0007389	pattern specification process	 	6.568E-9	4.656E-5	1.164E-5	1.099E-4	57	506	UNCX,ASCL1,HES4,BBS4,SP8,NKX2-2,NKX3-1,PAX6,PBX2,POU5F1,DBX1,NEK8,PSKH1,DLX1,DLX2,DYNC2H1,FOLR1,IFT122,TBR1,GATA4,GBX2,MESP1,STC1,GLI1,TBX2,SATB2,SF3B1,CDK20,HOXA1,HOXA2,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXC5,HOXC6,HOXC13,HOXD3,HOXD4,HOXD8,HOXD10,HOXD11,HOXD12,HOXD13,ZIC1,OSR1,ZBTB16,WNT3A,TBX20
GO: Biological Process	GO:0003002	regionalization	 	2.090E-8	1.482E-4	2.684E-5	2.534E-4	47	392	ASCL1,HES4,SP8,NKX2-2,NKX3-1,PAX6,PBX2,POU5F1,DBX1,DLX1,DLX2,DYNC2H1,IFT122,TBR1,GATA4,GBX2,MESP1,GLI1,SF3B1,CDK20,HOXA1,HOXA2,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXC5,HOXC6,HOXC13,HOXD3,HOXD4,HOXD8,HOXD10,HOXD11,HOXD13,OSR1,ZBTB16,WNT3A,TBX20
GO: Biological Process	GO:0048562	embryonic organ morphogenesis	 	2.283E-8	1.618E-4	2.684E-5	2.534E-4	43	343	TEAD2,BBS4,HMX3,PAX6,DLX2,DLX6,FOLR1,SHOX2,BLOC1S5,IFT122,TBR1,SLC39A1,GATA4,GBX2,MESP1,GLI1,TBX2,SATB2,TH,HOXA1,HOXA2,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXD3,HOXD4,HOXD10,HOXD11,WNT9A,ZIC1,OSR1,WNT3A,TBX20,RBPMS2
GO: Biological Process	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	 	2.650E-8	1.879E-4	2.684E-5	2.534E-4	39	296	PCDHB16,PCDHGB4,PCDH1,CDH5,DCHS2,PCDHA9,PCDHB5,PTPRF,AMIGO3,PCDH12,CD209,PCDHGC5,PCDHGC4,PCDHGB7,PCDHGB1,PCDHGA11,PCDHGA10,PCDHGA7,PCDHGA3,PCDHGA2,PCDHB14,PCDHB13,PCDHB12,PCDHB11,PCDHB10,PCDHB9,PCDHB8,PCDHB7,PCDHA10,PCDHA8,PCDHA7,PCDHA6,PCDHA5,PCDHA4,PCDHA3,PCDHA2,RIC8A,ICAM1,CDHR4
GO: Biological Process	GO:0009887	animal organ morphogenesis	 	5.984E-8	4.241E-4	5.301E-5	5.006E-4	106	1263	MAN2A1,MDM4,IFT80,TEAD2,UNCX,LEMD2,ARRB2,NACA,BBS4,PRDM1,CFLAR,BMP6,NF2,NKX3-1,CA2,DDR1,NRL,HMX3,HOTTIP,PAX6,PAX9,PBX2,MMP20,SNX10,CNGA3,COL1A1,TBX4,POU5F1,ATF2,NEK8,PSPN,PSMB2,PSMB6,PSMD13,PSME1,PSME2,DLX1,DLX2,DLX3,DLX6,SHANK1,GMNN,EPOR,HOXB13,SOX6,SRSF6,FOLR1,SHOX2,BLOC1S5,ZNF335,IFT122,DAAM1,TBR1,SLC39A1,ASH1L,GATA4,GBX2,MESP1,SERP1,STC1,IFITM5,GLI1,CCDC154,AGTPBP1,TBX2,SATB2,TGFB1,TH,TNNI1,TNNT2,HOXA1,HOXA2,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXA13,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXC13,HOXD3,HOXD4,HOXD8,HOXD10,HOXD11,HOXD13,HPS1,NTN5,WNT9A,ZIC1,OSR1,IL18,INSR,WNT3A,TBX20,LAMC1,LIF,GDF7,RBPMS2,SLC4A10
GO: Biological Process	GO:0009952	anterior/posterior pattern specification	 	1.017E-7	7.208E-4	8.008E-5	7.563E-4	33	239	HES4,NKX3-1,PAX6,GATA4,GBX2,MESP1,SF3B1,HOXA1,HOXA2,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXC5,HOXC6,HOXC13,HOXD3,HOXD4,HOXD8,HOXD10,HOXD11,HOXD13,OSR1,ZBTB16,WNT3A
GO: Biological Process	GO:0048705	skeletal system morphogenesis	 	2.041E-7	1.447E-3	1.447E-4	1.366E-3	34	258	IFT80,UNCX,BMP6,HOTTIP,COL1A1,TBX4,DLX2,SOX6,SHOX2,SLC39A1,STC1,IFITM5,SATB2,HOXA1,HOXA2,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXD3,HOXD4,HOXD8,HOXD10,HOXD11,WNT9A,OSR1
GO: Biological Process	GO:0001501	skeletal system development	 	3.759E-7	2.664E-3	2.422E-4	2.287E-3	58	583	IFT80,MMP9,UNCX,BMP6,HOTTIP,SNX10,COL1A1,TBX4,ZNF385A,DLX1,DLX2,DLX6,MCPH1,WFIKKN2,ZNF219,SOX6,SHOX2,SLC39A1,ASH1L,HAPLN4,SERP1,LILRB1,STC1,IFITM5,CCDC154,SATB2,TGFB1,CDK20,HOXA1,HOXA2,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXA13,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXC5,HOXC6,HOXD3,HOXD4,HOXD8,HOXD10,HOXD11,HOXD12,HOXD13,WNT9A,ZIC1,OSR1,ZBTB16,ITGB8,LOXL2
GO: Biological Process	GO:0048568	embryonic organ development	 	8.608E-7	6.101E-3	5.041E-4	4.760E-3	53	527	TEAD2,THOC5,BBS4,PRDM1,NFE2,HMX3,PAX6,PBX2,TBX4,DLX2,DLX6,EN2,PCDH12,FOLR1,SHOX2,BLOC1S5,IFT122,TBR1,SLC39A1,GATA4,GBX2,MESP1,GLI1,TBX2,SATB2,TGFB1,TH,CDK20,HOXA1,HOXA2,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXD3,HOXD4,HOXD10,HOXD11,WNT9A,ZIC1,OSR1,WNT3A,TBX20,LIF,RBPMS2
GO: Biological Process	GO:0048598	embryonic morphogenesis	 	9.245E-7	6.553E-3	5.041E-4	4.760E-3	65	701	MMP9,TEAD2,APAF1,BBS4,SP8,NF2,HMX3,PAX6,PBX2,TBX4,POU5F1,SOX7,DLX2,DLX6,DYNC2H1,BRD2,SP9,SDC4,FOLR1,SHOX2,BLOC1S5,IFT122,TBR1,SLC39A1,GATA4,GBX2,MESP1,GLI1,TBX2,SATB2,TGFB1,TH,CDK20,HOXA1,HOXA2,TXNRD1,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXA13,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXD3,HOXD4,HOXD10,HOXD11,HOXD12,HOXD13,RIC8A,WNT9A,ZIC1,OSR1,IPMK,ZBTB16,WNT3A,TBX20,GDF7,RBPMS2
GO: Biological Process	GO:0051254	positive regulation of RNA metabolic process	 	3.763E-6	2.667E-2	1.673E-3	1.580E-2	134	1844	MAK,MDM4,TEAD2,ZNF784,BLOC1S2,THOC5,CNOT6L,MTF1,ASCL1,SIX5,NACA,BMP6,NFATC4,NFE2,NFE2L2,NKX2-2,NKX3-1,NOTCH4,NRL,CREB3L4,CCNB1,ZNF814,CD81,PAX6,PAX9,PBX2,CDK7,GCM2,ABT1,HCFC2,ZNF345,COL1A1,POU3F3,POU5F1,ATF2,ATF6B,RNF14,EDRF1,DBP,SOX7,DLX1,DLX2,DLX3,ARID4A,TRIM27,RBM23,TOB1,EN2,ZNF219,ETS1,EVX1,RNF187,PLEKHN1,RXRB,UTP15,HAX1,TRIM38,AGAP2,SOX6,SFPQ,IKZF3,SHOX2,MAPRE3,FANK1,PELP1,ZNF335,ZKSCAN3,TBR1,ASH1L,GATA4,GBX2,MESP1,LILRB1,JMY,ZNF544,GLI1,SPIN1,TACC1,TAF9,SATB2,ZFP90,RIPK3,WWP2,TRIM31,SIRT3,TGFB1,KAT7,GTF2F1,RNF20,TOP2A,SEC14L2,HDGF,ZNF585A,U2AF2,FOXA3,HNRNPD,HNRNPK,HOXA1,HOXA2,HOXA5,HOXA7,HOXA9,HOXA13,HOXB3,HOXB4,HOXB5,HOXB9,HOXC4,HOXC13,HOXD3,HOXD4,HOXD8,HOXD10,HOXD13,HSPA1A,IPPK,ZIC1,CNBP,OSR1,CRTC2,IL18,ZBTB16,ILF3,INSR,ZNF225,ZNF227,ZNF229,WNT3A,TBX20,DDX39B,LIF,GDF7,FIGLA,LYL1
GO: Biological Process	GO:1903508	positive regulation of nucleic acid-templated transcription	 	3.899E-6	2.764E-2	1.673E-3	1.580E-2	128	1744	MAK,MDM4,TEAD2,ZNF784,BLOC1S2,THOC5,MTF1,ASCL1,SIX5,NACA,BMP6,NFATC4,NFE2,NFE2L2,NKX2-2,NKX3-1,NOTCH4,NRL,CREB3L4,ZNF814,CD81,PAX6,PAX9,PBX2,CDK7,GCM2,ABT1,HCFC2,ZNF345,COL1A1,POU3F3,POU5F1,ATF2,ATF6B,RNF14,EDRF1,DBP,SOX7,DLX1,DLX2,DLX3,ARID4A,TRIM27,RBM23,EN2,ZNF219,ETS1,EVX1,RNF187,RXRB,UTP15,HAX1,TRIM38,AGAP2,SOX6,SFPQ,IKZF3,SHOX2,MAPRE3,FANK1,PELP1,ZNF335,ZKSCAN3,TBR1,ASH1L,GATA4,GBX2,MESP1,LILRB1,JMY,ZNF544,GLI1,SPIN1,TACC1,TAF9,SATB2,ZFP90,RIPK3,WWP2,TRIM31,SIRT3,TGFB1,KAT7,GTF2F1,RNF20,TOP2A,SEC14L2,HDGF,ZNF585A,FOXA3,HNRNPD,HNRNPK,HOXA1,HOXA2,HOXA5,HOXA7,HOXA9,HOXA13,HOXB3,HOXB4,HOXB5,HOXB9,HOXC4,HOXC13,HOXD3,HOXD4,HOXD8,HOXD10,HOXD13,IPPK,ZIC1,CNBP,OSR1,CRTC2,IL18,ZBTB16,ILF3,INSR,ZNF225,ZNF227,ZNF229,WNT3A,TBX20,DDX39B,LIF,GDF7,FIGLA,LYL1
GO: Biological Process	GO:0045893	positive regulation of transcription, DNA-templated	 	3.899E-6	2.764E-2	1.673E-3	1.580E-2	128	1744	MAK,MDM4,TEAD2,ZNF784,BLOC1S2,THOC5,MTF1,ASCL1,SIX5,NACA,BMP6,NFATC4,NFE2,NFE2L2,NKX2-2,NKX3-1,NOTCH4,NRL,CREB3L4,ZNF814,CD81,PAX6,PAX9,PBX2,CDK7,GCM2,ABT1,HCFC2,ZNF345,COL1A1,POU3F3,POU5F1,ATF2,ATF6B,RNF14,EDRF1,DBP,SOX7,DLX1,DLX2,DLX3,ARID4A,TRIM27,RBM23,EN2,ZNF219,ETS1,EVX1,RNF187,RXRB,UTP15,HAX1,TRIM38,AGAP2,SOX6,SFPQ,IKZF3,SHOX2,MAPRE3,FANK1,PELP1,ZNF335,ZKSCAN3,TBR1,ASH1L,GATA4,GBX2,MESP1,LILRB1,JMY,ZNF544,GLI1,SPIN1,TACC1,TAF9,SATB2,ZFP90,RIPK3,WWP2,TRIM31,SIRT3,TGFB1,KAT7,GTF2F1,RNF20,TOP2A,SEC14L2,HDGF,ZNF585A,FOXA3,HNRNPD,HNRNPK,HOXA1,HOXA2,HOXA5,HOXA7,HOXA9,HOXA13,HOXB3,HOXB4,HOXB5,HOXB9,HOXC4,HOXC13,HOXD3,HOXD4,HOXD8,HOXD10,HOXD13,IPPK,ZIC1,CNBP,OSR1,CRTC2,IL18,ZBTB16,ILF3,INSR,ZNF225,ZNF227,ZNF229,WNT3A,TBX20,DDX39B,LIF,GDF7,FIGLA,LYL1
GO: Biological Process	GO:1902680	positive regulation of RNA biosynthetic process	 	4.013E-6	2.844E-2	1.673E-3	1.580E-2	128	1745	MAK,MDM4,TEAD2,ZNF784,BLOC1S2,THOC5,MTF1,ASCL1,SIX5,NACA,BMP6,NFATC4,NFE2,NFE2L2,NKX2-2,NKX3-1,NOTCH4,NRL,CREB3L4,ZNF814,CD81,PAX6,PAX9,PBX2,CDK7,GCM2,ABT1,HCFC2,ZNF345,COL1A1,POU3F3,POU5F1,ATF2,ATF6B,RNF14,EDRF1,DBP,SOX7,DLX1,DLX2,DLX3,ARID4A,TRIM27,RBM23,EN2,ZNF219,ETS1,EVX1,RNF187,RXRB,UTP15,HAX1,TRIM38,AGAP2,SOX6,SFPQ,IKZF3,SHOX2,MAPRE3,FANK1,PELP1,ZNF335,ZKSCAN3,TBR1,ASH1L,GATA4,GBX2,MESP1,LILRB1,JMY,ZNF544,GLI1,SPIN1,TACC1,TAF9,SATB2,ZFP90,RIPK3,WWP2,TRIM31,SIRT3,TGFB1,KAT7,GTF2F1,RNF20,TOP2A,SEC14L2,HDGF,ZNF585A,FOXA3,HNRNPD,HNRNPK,HOXA1,HOXA2,HOXA5,HOXA7,HOXA9,HOXA13,HOXB3,HOXB4,HOXB5,HOXB9,HOXC4,HOXC13,HOXD3,HOXD4,HOXD8,HOXD10,HOXD13,IPPK,ZIC1,CNBP,OSR1,CRTC2,IL18,ZBTB16,ILF3,INSR,ZNF225,ZNF227,ZNF229,WNT3A,TBX20,DDX39B,LIF,GDF7,FIGLA,LYL1
GO: Biological Process	GO:0009954	proximal/distal pattern formation	 	8.845E-6	6.270E-2	3.483E-3	3.289E-2	10	37	SP8,PBX2,DLX1,DLX2,GLI1,HOXA9,HOXB9,HOXD10,HOXD11,OSR1
GO: Biological Process	GO:0010557	positive regulation of macromolecule biosynthetic process	 	1.401E-5	9.931E-2	5.227E-3	4.936E-2	140	1996	MAK,ABCF1,MDM4,TEAD2,ZNF784,BLOC1S2,THOC5,ARRB2,MTF1,ASCL1,SIX5,NACA,BMP6,NFATC4,NFE2,NFE2L2,NKX2-2,NKX3-1,NOTCH4,NRL,NVL,CREB3L4,ZNF814,CD81,PAX6,PAX9,PBX2,CDK7,GCM2,ABT1,SECISBP2,CCR7,HCFC2,ZNF345,COL1A1,POU3F3,POU5F1,ATF2,ATF6B,RNF14,MIR16-1,MIR15B,EDRF1,DBP,SOX7,DLX1,DLX2,DLX3,ARID4A,TRIM27,RBM23,EN2,RPL26,ZNF219,ETS1,EVX1,RNF187,RXRB,UTP15,HAX1,TRIM38,AGAP2,SOX6,SFPQ,IKZF3,SHOX2,MAPRE3,FANK1,PELP1,ZNF335,ZKSCAN3,PCIF1,TBR1,ASH1L,GATA4,GBX2,MESP1,SERP1,LILRB1,JMY,ZNF544,GLI1,SPIN1,TACC1,TAF9,SATB2,ZFP90,RIPK3,WWP2,TRIM31,SIRT3,TGFB1,KAT7,GTF2F1,RNF20,TOP2A,SEC14L2,HDGF,ZNF585A,FOXA3,HNRNPA1,HNRNPD,HNRNPK,HNRNPL,HOXA1,HOXA2,HOXA5,HOXA7,HOXA9,HOXA13,HOXB3,HOXB4,HOXB5,HOXB9,HOXC4,HOXC13,HOXD3,HOXD4,HOXD8,HOXD10,HOXD13,IPPK,ZIC1,CNBP,OSR1,CRTC2,IL18,ZBTB16,ILF3,INSR,ZNF225,ZNF227,ZNF229,WNT3A,TBX20,DDX39B,LIF,GDF7,FIGLA,LYL1
GO: Biological Process	GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	 	1.769E-5	1.254E-1	6.271E-3	5.922E-2	11	48	PCDHB16,PCDHGB4,PCDH1,CDH5,PCDHB5,PCDH12,PCDHB14,PCDHB13,PCDHB11,PCDHB10,PCDHB9
GO: Biological Process	GO:0009790	embryo development	 	2.027E-5	1.437E-1	6.842E-3	6.461E-2	99	1316	MAN2A1,MMP9,TEAD2,APAF1,THOC5,BBS4,PRDM1,SP8,NF2,NFE2,NFE2L2,NKX3-1,HMX3,CCNB1,PAX6,PBX2,CMTM3,CKS2,COL1A1,TBX4,C1orf43,POU5F1,SOX7,DLX1,DLX2,DLX3,DLX6,DYNC2H1,RBBP8,RCN1,BRD2,ZBED6,SP9,EN2,EPOR,EVX1,PCDH12,RXRB,SDC4,SOX6,VEZT,FOLR1,SHOX2,BLOC1S5,ZNF335,IFT122,TBR1,SLC39A1,GATA4,GBX2,MESP1,IFITM5,GLI1,TBX2,SATB2,TGFB1,TH,SF3B1,TOP2A,CDK20,HOXA1,HOXA2,TXNRD1,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXA13,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXC5,HOXC6,HOXD3,HOXD4,HOXD8,HOXD10,HOXD11,HOXD12,HOXD13,RIC8A,WNT9A,XRCC4,ZIC1,OSR1,IPMK,ZBTB16,INSR,WNT3A,TBX20,BAG6,LIF,GDF7,RBPMS2
GO: Biological Process	GO:0021779	oligodendrocyte cell fate commitment	 	2.897E-5	2.053E-1	8.555E-3	8.079E-2	4	5	ASCL1,NKX2-2,PAX6,SOX6
GO: Biological Process	GO:0021778	oligodendrocyte cell fate specification	 	2.897E-5	2.053E-1	8.555E-3	8.079E-2	4	5	ASCL1,NKX2-2,PAX6,SOX6
GO: Biological Process	GO:0021780	glial cell fate specification	 	2.897E-5	2.053E-1	8.555E-3	8.079E-2	4	5	ASCL1,NKX2-2,PAX6,SOX6
GO: Biological Process	GO:0021546	rhombomere development	 	3.175E-5	2.250E-1	9.001E-3	8.500E-2	5	9	PAX6,GBX2,HOXA1,HOXA2,HOXB3
GO: Biological Process	GO:0000398	mRNA splicing, via spliceosome	 	3.580E-5	2.538E-1	9.398E-3	8.875E-2	39	395	ISY1,DHX16,SUGP1,LSM2,CWF19L2,HNRNPM,NOVA2,SRSF11,PLRG1,POLR2B,RBM4B,RBM23,ZMAT2,RBM7,RBM6,RBM5,CWF19L1,RSRC1,SFPQ,SRSF6,RNPC3,USP39,SNRPD3,SNRPF,SNRPG,LUC7L3,ZMAT5,SNRNP27,GTF2F1,SF3B1,U2AF2,HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPK,HNRNPL,USP4,DDX39B,SYMPK
GO: Biological Process	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	 	3.580E-5	2.538E-1	9.398E-3	8.875E-2	39	395	ISY1,DHX16,SUGP1,LSM2,CWF19L2,HNRNPM,NOVA2,SRSF11,PLRG1,POLR2B,RBM4B,RBM23,ZMAT2,RBM7,RBM6,RBM5,CWF19L1,RSRC1,SFPQ,SRSF6,RNPC3,USP39,SNRPD3,SNRPF,SNRPG,LUC7L3,ZMAT5,SNRNP27,GTF2F1,SF3B1,U2AF2,HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPK,HNRNPL,USP4,DDX39B,SYMPK
GO: Biological Process	GO:0098609	cell-cell adhesion	 	3.874E-5	2.746E-1	9.807E-3	9.261E-2	76	961	ABAT,ADORA2A,PCDHB16,PCDHGB4,BLK,BMP6,NF2,NOTCH4,CD27,CD81,PCDH1,CDH5,CLIC1,CCR7,MINK1,DCHS2,PCDHA9,PCDHB5,PTPRF,AMIGO3,EPHB6,OBSCN,ETS1,PCDH12,CD209,S100A8,S100A9,BTN2A2,FER,FGG,SDC4,FLOT2,VEZT,LILRB1,PCDHGC5,PCDHGC4,PCDHGB7,PCDHGB1,PCDHGA11,PCDHGA10,PCDHGA7,PCDHGA3,PCDHGA2,PCDHB14,PCDHB13,PCDHB12,PCDHB11,PCDHB10,PCDHB9,PCDHB8,PCDHB7,PCDHA10,PCDHA8,PCDHA7,PCDHA6,PCDHA5,PCDHA4,PCDHA3,PCDHA2,TGFB1,THBS4,TNXB,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DPB1,CD2AP,RIC8A,HSPD1,ICAM1,ICAM4,IL18,ZBTB16,WNT3A,LCK,CDHR4
GO: Biological Process	GO:0000375	RNA splicing, via transesterification reactions	 	4.232E-5	3.000E-1	1.034E-2	9.768E-2	39	398	ISY1,DHX16,SUGP1,LSM2,CWF19L2,HNRNPM,NOVA2,SRSF11,PLRG1,POLR2B,RBM4B,RBM23,ZMAT2,RBM7,RBM6,RBM5,CWF19L1,RSRC1,SFPQ,SRSF6,RNPC3,USP39,SNRPD3,SNRPF,SNRPG,LUC7L3,ZMAT5,SNRNP27,GTF2F1,SF3B1,U2AF2,HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPK,HNRNPL,USP4,DDX39B,SYMPK
GO: Biological Process	GO:0008380	RNA splicing	 	5.778E-5	4.096E-1	1.365E-2	1.289E-1	45	491	ISY1,DHX16,THOC5,SUGP1,LSM2,CWF19L2,HNRNPM,NOVA2,SRSF11,CLK1,CLK2,ZRANB2,PLRG1,POLR2B,RBM4B,RBM23,SUGP2,ZMAT2,RBM7,RBM6,RBM5,CWF19L1,RSRC1,SFPQ,SRSF6,RNPC3,USP39,SNRPD3,SNRPF,SNRPG,LUC7L3,ZMAT5,SNRNP27,GTF2F1,SF3B1,U2AF2,HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPK,HNRNPL,USP4,HSPA1A,DDX39B,SYMPK
GO: Biological Process	GO:0042558	pteridine-containing compound metabolic process	 	6.219E-5	4.408E-1	1.422E-2	1.343E-1	9	37	ALDH1L2,DMGDH,PTS,PIPOX,FOLR1,FPGS,SHMT2,MTHFD2,SLC46A1
GO: Biological Process	GO:0043009	chordate embryonic development	 	9.601E-5	6.805E-1	2.127E-2	2.008E-1	66	827	MAN2A1,TEAD2,APAF1,THOC5,BBS4,PRDM1,NFE2,NKX3-1,CCNB1,PAX6,CMTM3,COL1A1,C1orf43,POU5F1,DLX1,DLX2,RBBP8,RCN1,BRD2,ZBED6,PCDH12,RXRB,SDC4,SOX6,VEZT,FOLR1,SHOX2,ZNF335,IFT122,SLC39A1,GATA4,GBX2,MESP1,IFITM5,SATB2,TGFB1,SF3B1,CDK20,HOXA1,HOXA2,HOXA3,HOXA5,HOXA6,HOXA7,HOXA9,HOXB3,HOXB4,HOXB5,HOXB6,HOXB8,HOXB9,HOXC4,HOXC5,HOXC6,HOXD3,HOXD4,HOXD10,HOXD11,RIC8A,WNT9A,XRCC4,OSR1,IPMK,WNT3A,LIF,GDF7
